"transactionid";"customerid";"productid";"transactiondate";"quantity";"totalamount"
1548;667;165;"2025-10-11 00:00:00";2;869.1
1549;1114;341;"2025-09-05 00:00:00";2;894.84
1550;2035;205;"2025-06-04 00:00:00";2;954.56
1551;1747;116;"2025-04-22 00:00:00";2;911.64
1552;1550;237;"2025-09-30 00:00:00";5;783.85
1553;914;438;"2026-03-06 00:00:00";3;189.78
1554;161;406;"2026-03-04 00:00:00";1;147.49
1555;2582;498;"2025-10-21 00:00:00";2;442.8
1556;645;343;"2026-03-17 00:00:00";1;106.69
1557;428;426;"2025-10-14 00:00:00";4;1629.32
1558;2613;172;"2025-10-27 00:00:00";2;10.72
1559;1921;449;"2025-05-26 00:00:00";5;728.05
1560;791;392;"2025-06-04 00:00:00";4;586.0
1561;1964;15;"2025-09-06 00:00:00";1;135.21
1562;1249;424;"2025-09-05 00:00:00";4;895.8
1563;765;35;"2025-10-14 00:00:00";5;213.2
1564;136;463;"2025-07-22 00:00:00";2;204.58
1565;1262;263;"2025-04-25 00:00:00";1;384.51
1566;91;82;"2026-01-11 00:00:00";4;79.64
1567;1612;116;"2025-09-14 00:00:00";5;2279.1
1568;761;479;"2025-11-01 00:00:00";3;466.71
1569;655;357;"2026-01-29 00:00:00";3;978.27
1570;874;454;"2025-08-14 00:00:00";2;169.5
1571;358;458;"2026-02-09 00:00:00";3;127.59
1572;2210;494;"2025-11-09 00:00:00";4;507.64
1573;1507;224;"2025-10-03 00:00:00";4;727.28
1574;2472;36;"2026-03-27 00:00:00";1;57.67
1575;706;382;"2025-11-18 00:00:00";5;1498.2
1576;2632;321;"2025-07-11 00:00:00";4;1005.92
1577;2665;396;"2026-01-04 00:00:00";1;443.2
1578;228;101;"2025-07-22 00:00:00";2;179.84
1579;1009;1;"2025-05-09 00:00:00";4;1050.04
1580;2322;17;"2026-02-11 00:00:00";5;1391.75
1581;424;467;"2025-10-30 00:00:00";1;72.34
1582;1345;262;"2025-04-24 00:00:00";3;1356.99
1583;1774;479;"2026-03-06 00:00:00";5;777.85
1584;223;11;"2025-05-25 00:00:00";1;283.76
1585;2643;82;"2026-02-22 00:00:00";5;99.55
1586;1616;435;"2026-03-12 00:00:00";5;2129.7
1587;2024;100;"2025-12-08 00:00:00";3;1208.7
1588;2052;396;"2025-07-24 00:00:00";3;1329.6
1589;2273;473;"2026-03-07 00:00:00";1;331.03
1590;1682;460;"2025-05-22 00:00:00";1;168.82
1591;1219;238;"2025-04-08 00:00:00";4;951.28
1592;2304;422;"2025-04-06 00:00:00";2;366.6
1593;397;35;"2025-08-08 00:00:00";1;42.64
1594;2464;187;"2026-01-16 00:00:00";2;770.3
1595;2036;263;"2026-03-08 00:00:00";5;1922.55
1596;831;287;"2025-05-10 00:00:00";4;1948.2
1597;2461;420;"2025-04-17 00:00:00";5;1299.7
1598;1978;204;"2025-10-15 00:00:00";4;763.6
1599;1487;11;"2025-06-30 00:00:00";4;1135.04
1600;1123;244;"2026-03-13 00:00:00";5;1615.5
1601;2407;412;"2025-12-17 00:00:00";2;378.66
1602;1218;29;"2025-12-24 00:00:00";4;635.2
1603;94;484;"2025-05-13 00:00:00";3;818.1
1604;701;110;"2026-01-12 00:00:00";1;34.45
1605;1026;124;"2026-03-17 00:00:00";3;695.34
1606;1024;176;"2026-03-30 00:00:00";3;104.82
1607;2532;366;"2026-04-04 00:00:00";3;420.9
1608;828;468;"2026-03-10 00:00:00";4;735.24
1609;447;327;"2026-01-01 00:00:00";5;2316.15
1610;2053;15;"2025-12-26 00:00:00";4;540.84
1611;1680;273;"2026-04-06 00:00:00";3;993.18
1612;170;47;"2026-03-04 00:00:00";5;2204.35
1613;1941;2;"2025-07-19 00:00:00";4;1525.2
1614;2136;13;"2026-03-05 00:00:00";1;351.09
1615;1809;446;"2025-07-31 00:00:00";3;976.68
1616;2337;256;"2025-09-01 00:00:00";4;690.0
1617;2799;181;"2026-01-09 00:00:00";1;421.13
1618;2765;450;"2025-09-04 00:00:00";5;853.4
1619;993;457;"2025-05-17 00:00:00";2;619.24
1620;25;376;"2025-08-08 00:00:00";3;332.82
1621;1153;145;"2025-04-20 00:00:00";4;357.88
1622;2239;479;"2025-10-02 00:00:00";5;777.85
1623;1957;364;"2025-09-16 00:00:00";2;357.78
1624;383;418;"2025-06-05 00:00:00";4;415.56
1625;2827;195;"2025-12-19 00:00:00";2;114.52
1626;2716;283;"2025-11-23 00:00:00";5;2283.55
1627;368;464;"2025-09-28 00:00:00";3;1347.96
1628;2869;320;"2026-03-22 00:00:00";3;174.24
1629;118;8;"2026-01-23 00:00:00";3;453.0
1630;20;22;"2025-08-05 00:00:00";2;677.58
1631;257;281;"2025-06-09 00:00:00";1;435.0
1632;820;377;"2025-12-26 00:00:00";3;481.68
1633;1808;412;"2025-06-02 00:00:00";5;946.65
1634;1428;216;"2025-11-10 00:00:00";5;2127.1
1635;2756;417;"2025-11-17 00:00:00";5;1996.5
1636;170;234;"2025-04-24 00:00:00";1;182.03
1637;1222;201;"2025-05-29 00:00:00";2;827.64
1638;2019;339;"2025-11-11 00:00:00";4;1106.76
1639;1104;399;"2025-05-31 00:00:00";5;106.25
1640;26;378;"2025-07-11 00:00:00";4;493.4
1641;1053;92;"2025-04-17 00:00:00";4;943.24
1642;848;449;"2025-07-08 00:00:00";2;291.22
1643;798;318;"2025-09-29 00:00:00";1;357.63
1644;383;337;"2026-04-02 00:00:00";3;119.43
1645;2152;54;"2025-05-14 00:00:00";4;1756.24
1646;1094;85;"2025-08-01 00:00:00";5;2097.1
1647;2912;54;"2025-11-12 00:00:00";2;878.12
1648;2270;332;"2025-06-20 00:00:00";5;979.45
1649;1981;101;"2025-08-17 00:00:00";5;449.6
1650;437;64;"2025-10-09 00:00:00";4;80.32
1651;436;262;"2025-06-27 00:00:00";1;452.33
1652;2950;86;"2025-05-05 00:00:00";1;220.39
1653;904;143;"2025-06-27 00:00:00";4;338.72
1654;2894;288;"2025-06-28 00:00:00";2;829.54
1655;461;65;"2026-03-28 00:00:00";3;340.74
1656;1625;306;"2026-04-04 00:00:00";2;591.46
1657;2568;485;"2026-03-19 00:00:00";4;1444.2
1658;2570;480;"2025-12-26 00:00:00";1;85.06
1659;2209;100;"2026-02-09 00:00:00";5;2014.5
1660;2149;226;"2025-10-12 00:00:00";2;132.9
1661;576;107;"2026-01-21 00:00:00";3;173.1
1662;839;366;"2025-08-21 00:00:00";2;280.6
1663;100;410;"2026-02-06 00:00:00";4;1795.92
1664;594;211;"2025-12-21 00:00:00";4;1274.52
1665;164;4;"2025-05-14 00:00:00";1;193.1
1666;328;418;"2025-04-29 00:00:00";5;519.45
1667;1260;255;"2026-01-08 00:00:00";5;2427.5
1668;761;129;"2025-08-19 00:00:00";2;216.48
1669;1937;220;"2025-10-26 00:00:00";5;171.25
1670;1404;404;"2025-09-22 00:00:00";3;488.76
1671;2353;244;"2026-04-05 00:00:00";4;1292.4
1672;498;358;"2025-12-10 00:00:00";4;1509.4
1673;2635;60;"2025-10-16 00:00:00";4;1036.16
1674;1785;238;"2026-03-25 00:00:00";1;237.82
1675;1479;426;"2025-07-17 00:00:00";3;1221.99
1676;331;422;"2026-01-04 00:00:00";1;183.3
1677;2801;140;"2025-09-30 00:00:00";2;925.1
1678;1324;122;"2025-07-31 00:00:00";5;2215.1
1679;199;271;"2025-11-10 00:00:00";2;741.92
1680;1147;173;"2025-12-09 00:00:00";5;1318.45
1681;2113;320;"2025-12-06 00:00:00";2;116.16
1682;787;194;"2026-03-19 00:00:00";1;291.68
1683;2198;279;"2025-08-12 00:00:00";5;607.2
1684;2264;179;"2025-09-14 00:00:00";5;380.75
1685;2667;134;"2025-07-25 00:00:00";4;790.08
1686;24;448;"2025-11-14 00:00:00";1;256.11
1687;1782;173;"2025-09-13 00:00:00";1;263.69
1688;304;165;"2025-10-17 00:00:00";3;1303.65
1689;965;13;"2025-08-28 00:00:00";1;351.09
1690;2912;313;"2025-09-15 00:00:00";1;165.96
1691;819;224;"2025-05-16 00:00:00";4;727.28
1692;1541;147;"2025-05-18 00:00:00";4;1195.16
1693;1839;390;"2025-08-25 00:00:00";2;497.82
1694;2262;246;"2025-04-28 00:00:00";1;249.8
1695;2965;68;"2025-10-05 00:00:00";4;1111.72
1696;1474;354;"2025-10-08 00:00:00";5;170.8
1697;1490;337;"2025-06-07 00:00:00";5;199.05
1698;2244;70;"2025-08-21 00:00:00";4;519.64
1699;1104;109;"2026-01-24 00:00:00";3;1347.6
1700;2235;61;"2025-11-14 00:00:00";1;10.36
1701;2319;413;"2025-08-24 00:00:00";4;583.12
1702;1699;30;"2025-11-22 00:00:00";5;283.35
1703;2953;30;"2025-07-30 00:00:00";1;56.67
1704;1696;406;"2025-10-01 00:00:00";3;442.47
1705;7;55;"2026-04-02 00:00:00";5;951.45
1706;1050;304;"2025-08-26 00:00:00";2;173.5
1707;1499;337;"2025-05-30 00:00:00";1;39.81
1708;1448;195;"2026-01-20 00:00:00";5;286.3
1709;493;440;"2025-04-19 00:00:00";1;429.73
1710;778;464;"2025-07-11 00:00:00";4;1797.28
1711;1844;93;"2025-10-20 00:00:00";5;1249.55
1712;1114;321;"2025-11-26 00:00:00";4;1005.92
1713;2642;170;"2025-04-08 00:00:00";5;1364.95
1714;544;132;"2025-12-14 00:00:00";2;525.6
1715;842;367;"2026-02-11 00:00:00";2;879.6
1716;1453;441;"2025-10-23 00:00:00";5;708.7
1717;1173;120;"2025-08-19 00:00:00";2;459.14
1718;2789;250;"2026-04-04 00:00:00";5;669.0
1719;2219;42;"2025-08-30 00:00:00";5;2373.6
1720;2000;430;"2025-09-18 00:00:00";4;1941.24
1721;937;81;"2026-03-09 00:00:00";3;915.0
1722;981;102;"2025-12-10 00:00:00";1;465.45
1723;1433;322;"2026-01-20 00:00:00";1;108.97
1724;2347;482;"2025-04-06 00:00:00";4;887.84
1725;2094;375;"2026-02-05 00:00:00";3;1174.05
1726;567;257;"2025-09-27 00:00:00";4;600.08
1727;1283;227;"2026-04-03 00:00:00";5;2334.6
1728;1963;30;"2026-01-12 00:00:00";3;170.01
1729;2627;366;"2026-01-15 00:00:00";4;561.2
1730;2955;190;"2026-02-18 00:00:00";5;2076.8
1731;2468;283;"2025-05-13 00:00:00";5;2283.55
1732;786;160;"2025-09-08 00:00:00";2;814.14
1733;275;230;"2026-04-03 00:00:00";5;2196.1
1734;2751;239;"2026-03-15 00:00:00";4;855.56
1735;2967;36;"2025-10-25 00:00:00";5;288.35
1736;319;114;"2025-12-15 00:00:00";1;429.26
1737;1009;7;"2025-05-03 00:00:00";2;574.36
1738;788;477;"2025-10-05 00:00:00";2;683.5
1739;1484;1;"2026-03-06 00:00:00";4;1050.04
1740;888;223;"2025-10-01 00:00:00";5;1422.2
1741;1774;112;"2025-09-21 00:00:00";1;348.18
1742;193;498;"2025-06-27 00:00:00";1;221.4
1743;1653;21;"2025-08-13 00:00:00";4;386.68
1744;1188;146;"2026-01-13 00:00:00";3;708.93
1745;2533;145;"2025-05-17 00:00:00";3;268.41
1746;2558;197;"2025-10-30 00:00:00";4;25.28
1747;1707;204;"2025-06-28 00:00:00";5;954.5
1748;2028;233;"2025-04-10 00:00:00";2;488.24
1749;39;400;"2026-03-17 00:00:00";3;654.24
1750;1921;144;"2025-04-25 00:00:00";2;377.12
1751;1014;476;"2025-10-05 00:00:00";5;370.85
1752;2712;448;"2026-03-21 00:00:00";3;768.33
1753;2875;76;"2026-02-25 00:00:00";2;218.74
1754;2335;82;"2025-09-08 00:00:00";5;99.55
1755;2524;486;"2025-09-19 00:00:00";3;50.16
1756;846;268;"2025-10-05 00:00:00";4;745.68
1757;987;377;"2025-12-24 00:00:00";5;802.8
1758;1555;162;"2025-07-30 00:00:00";1;77.51
1759;463;335;"2025-08-31 00:00:00";2;785.48
1760;776;225;"2026-01-15 00:00:00";2;60.98
1761;1309;111;"2025-10-08 00:00:00";3;1056.54
1762;1377;497;"2026-03-12 00:00:00";5;248.8
1763;2196;433;"2026-02-19 00:00:00";1;39.18
1764;1597;204;"2025-11-07 00:00:00";3;572.7
1765;2209;345;"2025-05-20 00:00:00";4;1202.72
1766;2579;137;"2026-03-28 00:00:00";1;447.55
1767;1932;47;"2025-09-20 00:00:00";3;1322.61
1768;290;346;"2025-12-12 00:00:00";5;855.3
1769;2966;292;"2025-10-04 00:00:00";3;707.43
1770;403;330;"2025-07-14 00:00:00";1;390.61
1771;2270;7;"2025-05-21 00:00:00";2;574.36
1772;281;362;"2025-11-15 00:00:00";4;886.56
1773;644;51;"2025-09-28 00:00:00";1;414.18
1774;410;317;"2026-02-06 00:00:00";2;706.8
1775;2013;314;"2026-03-23 00:00:00";2;866.44
1776;1272;219;"2025-10-17 00:00:00";3;756.9
1777;159;411;"2025-10-20 00:00:00";5;2388.25
1778;2698;304;"2025-04-24 00:00:00";5;433.75
1779;291;315;"2025-11-05 00:00:00";5;1862.35
1780;1484;258;"2025-12-18 00:00:00";5;1521.2
1781;690;55;"2025-08-04 00:00:00";5;951.45
1782;996;464;"2025-04-10 00:00:00";2;898.64
1783;2733;91;"2025-08-14 00:00:00";1;302.13
1784;1940;334;"2025-07-28 00:00:00";3;79.02
1785;773;218;"2025-09-02 00:00:00";1;95.81
1786;2458;93;"2025-08-04 00:00:00";5;1249.55
1787;952;418;"2025-08-17 00:00:00";1;103.89
1788;2328;378;"2026-02-05 00:00:00";2;246.7
1789;2087;98;"2025-05-22 00:00:00";4;118.6
1790;203;342;"2025-07-05 00:00:00";1;489.43
1791;2576;248;"2025-05-24 00:00:00";1;490.98
1792;2284;17;"2026-02-06 00:00:00";5;1391.75
1793;2760;272;"2025-10-13 00:00:00";2;938.48
1794;789;31;"2026-01-28 00:00:00";3;972.06
1795;2236;268;"2026-02-08 00:00:00";2;372.84
1796;1512;384;"2026-02-28 00:00:00";5;863.8
1797;2727;290;"2025-10-28 00:00:00";5;707.6
1798;2904;441;"2026-03-07 00:00:00";4;566.96
1799;753;361;"2026-01-21 00:00:00";1;495.29
1800;2180;242;"2026-01-06 00:00:00";5;1055.9
1801;1345;48;"2026-03-28 00:00:00";4;1345.72
1802;1645;150;"2025-07-16 00:00:00";5;880.5
1803;2054;92;"2025-09-01 00:00:00";2;471.62
1804;1172;212;"2026-01-04 00:00:00";3;895.56
1805;207;292;"2025-09-24 00:00:00";3;707.43
1806;2779;368;"2025-10-15 00:00:00";3;212.31
1807;969;265;"2025-06-01 00:00:00";4;1936.64
1808;331;419;"2026-02-24 00:00:00";3;467.88
1809;1243;194;"2025-12-15 00:00:00";3;875.04
1810;1173;421;"2025-05-30 00:00:00";4;1276.88
1811;2812;33;"2025-10-04 00:00:00";5;2430.85
1812;131;121;"2025-06-12 00:00:00";3;885.48
1813;2193;295;"2026-03-29 00:00:00";5;2493.1
1814;1306;49;"2025-07-19 00:00:00";2;978.44
1815;754;216;"2025-12-26 00:00:00";4;1701.68
1816;2166;286;"2025-12-15 00:00:00";1;384.37
1817;2038;146;"2025-12-23 00:00:00";4;945.24
1818;2979;76;"2025-07-02 00:00:00";1;109.37
1819;1057;33;"2025-12-26 00:00:00";2;972.34
1820;999;314;"2026-02-09 00:00:00";5;2166.1
1821;2348;372;"2025-12-28 00:00:00";2;446.8
1822;2516;372;"2025-07-10 00:00:00";3;670.2
1823;2080;155;"2025-12-14 00:00:00";3;1416.54
1824;918;454;"2025-08-18 00:00:00";5;423.75
1825;2636;309;"2026-02-18 00:00:00";4;559.68
1826;177;433;"2025-07-19 00:00:00";1;39.18
1827;2008;389;"2025-05-19 00:00:00";5;1977.4
1828;2090;241;"2025-12-15 00:00:00";5;142.6
1829;1628;493;"2025-11-19 00:00:00";4;1221.48
1830;1047;442;"2026-02-20 00:00:00";3;539.7
1831;301;431;"2025-07-17 00:00:00";5;1800.95
1832;529;371;"2025-06-21 00:00:00";3;1282.83
1833;2271;211;"2025-07-30 00:00:00";3;955.89
1834;2154;6;"2025-07-13 00:00:00";4;1481.24
1835;2893;90;"2025-08-12 00:00:00";1;348.68
1836;211;193;"2025-07-07 00:00:00";1;314.96
1837;2234;323;"2026-02-06 00:00:00";3;992.37
1838;1552;474;"2025-08-10 00:00:00";5;2423.25
1839;1962;1;"2025-09-02 00:00:00";3;787.53
1840;802;179;"2026-02-06 00:00:00";2;152.3
1841;993;5;"2026-03-27 00:00:00";4;41.08
1842;2217;65;"2025-04-17 00:00:00";1;113.58
1843;644;43;"2025-11-13 00:00:00";3;535.89
1844;2948;290;"2025-07-09 00:00:00";5;707.6
1845;2584;470;"2025-06-16 00:00:00";3;1489.92
1846;773;80;"2025-06-17 00:00:00";3;232.38
1847;1211;175;"2025-06-03 00:00:00";3;702.66
1848;2980;106;"2025-08-01 00:00:00";1;149.85
1849;1296;17;"2025-04-06 00:00:00";5;1391.75
1850;891;495;"2025-10-05 00:00:00";3;1269.81
1851;1555;311;"2025-11-24 00:00:00";4;280.48
1852;452;63;"2026-03-17 00:00:00";2;800.34
1853;125;260;"2025-11-23 00:00:00";5;2032.1
1854;1298;498;"2026-02-13 00:00:00";5;1107.0
1855;1014;414;"2025-12-22 00:00:00";3;1182.72
1856;113;87;"2025-10-24 00:00:00";5;826.2
1857;1902;220;"2025-12-10 00:00:00";2;68.5
1858;764;410;"2025-08-02 00:00:00";1;448.98
1859;84;90;"2025-07-21 00:00:00";1;348.68
1860;2799;427;"2025-11-27 00:00:00";4;1148.84
1861;2093;104;"2025-09-26 00:00:00";1;279.14
1862;2475;393;"2025-10-06 00:00:00";4;974.0
1863;152;84;"2025-09-08 00:00:00";3;739.65
1864;2324;22;"2025-07-25 00:00:00";4;1355.16
1865;2636;221;"2026-02-07 00:00:00";4;426.0
1866;2523;89;"2025-12-14 00:00:00";5;150.15
1867;52;54;"2025-06-20 00:00:00";2;878.12
1868;2564;37;"2026-01-12 00:00:00";2;46.86
1869;2898;42;"2025-09-19 00:00:00";3;1424.16
1870;2710;260;"2025-10-28 00:00:00";4;1625.68
1871;1626;500;"2026-02-13 00:00:00";3;779.55
1872;2213;397;"2026-01-10 00:00:00";4;1471.16
1873;413;185;"2026-01-30 00:00:00";2;464.18
1874;1532;368;"2026-02-05 00:00:00";4;283.08
1875;182;437;"2025-06-16 00:00:00";1;151.04
1876;2132;162;"2025-08-25 00:00:00";5;387.55
1877;2937;195;"2025-11-19 00:00:00";4;229.04
1878;194;450;"2025-07-25 00:00:00";4;682.72
1879;1963;238;"2025-06-18 00:00:00";5;1189.1
1880;696;328;"2025-09-18 00:00:00";2;704.3
1881;2043;413;"2025-05-08 00:00:00";2;291.56
1882;941;361;"2025-10-29 00:00:00";2;990.58
1883;324;400;"2025-07-19 00:00:00";1;218.08
1884;263;151;"2025-12-02 00:00:00";2;502.18
1885;1025;299;"2025-09-24 00:00:00";4;45.24
1886;609;458;"2025-12-15 00:00:00";4;170.12
1887;2616;39;"2025-10-16 00:00:00";5;1380.45
1888;1707;278;"2025-07-29 00:00:00";1;252.29
1889;2279;51;"2025-06-03 00:00:00";2;828.36
1890;2733;174;"2025-09-09 00:00:00";1;32.59
1891;362;121;"2026-03-23 00:00:00";5;1475.8
1892;2716;239;"2025-07-02 00:00:00";2;427.78
1893;508;318;"2025-05-15 00:00:00";1;357.63
1894;1584;4;"2025-12-16 00:00:00";2;386.2
1895;810;30;"2025-04-28 00:00:00";2;113.34
1896;2795;472;"2025-06-23 00:00:00";2;716.18
1897;1364;433;"2025-06-07 00:00:00";2;78.36
1898;626;13;"2026-04-02 00:00:00";4;1404.36
1899;60;134;"2025-10-23 00:00:00";2;395.04
1900;328;60;"2026-03-25 00:00:00";2;518.08
1901;2648;431;"2025-06-04 00:00:00";3;1080.57
1902;1159;391;"2025-06-13 00:00:00";4;1627.48
1903;2608;255;"2026-01-12 00:00:00";5;2427.5
1904;1701;153;"2025-11-04 00:00:00";1;218.47
1905;1238;100;"2025-10-07 00:00:00";5;2014.5
1906;820;142;"2026-02-18 00:00:00";4;889.12
1907;621;374;"2025-07-24 00:00:00";4;619.88
1908;1865;251;"2026-03-16 00:00:00";4;123.36
1909;1257;373;"2025-06-02 00:00:00";2;589.88
1910;732;363;"2025-04-09 00:00:00";4;1849.84
1911;1045;277;"2025-05-31 00:00:00";4;914.28
1912;2059;53;"2025-06-15 00:00:00";3;736.65
1913;664;280;"2025-05-06 00:00:00";4;1829.92
1914;496;301;"2025-07-28 00:00:00";3;277.74
1915;1554;247;"2025-08-09 00:00:00";2;524.0
1916;1726;302;"2025-08-28 00:00:00";5;2115.2
1917;1263;47;"2025-11-26 00:00:00";3;1322.61
1918;363;149;"2026-04-01 00:00:00";3;869.52
1919;1378;71;"2025-10-20 00:00:00";3;1244.19
1920;2419;489;"2025-12-18 00:00:00";1;174.2
1921;2081;271;"2025-05-04 00:00:00";1;370.96
1922;2881;109;"2025-08-12 00:00:00";1;449.2
1923;1122;358;"2026-02-03 00:00:00";4;1509.4
1924;2574;11;"2025-12-23 00:00:00";5;1418.8
1925;1317;389;"2026-02-24 00:00:00";5;1977.4
1926;189;486;"2025-12-15 00:00:00";2;33.44
1927;2025;11;"2025-04-26 00:00:00";1;283.76
1928;823;253;"2025-05-02 00:00:00";5;1501.65
1929;1968;10;"2026-01-23 00:00:00";3;1278.0
1930;1323;124;"2025-07-06 00:00:00";4;927.12
1931;2768;435;"2025-12-15 00:00:00";1;425.94
1932;2765;302;"2025-05-09 00:00:00";3;1269.12
1933;2966;284;"2025-04-27 00:00:00";4;1755.92
1934;2245;272;"2025-12-02 00:00:00";1;469.24
1935;2240;324;"2025-08-15 00:00:00";1;219.59
1936;1200;274;"2025-09-23 00:00:00";4;549.68
1937;366;199;"2025-10-05 00:00:00";2;25.42
1938;1099;207;"2026-01-17 00:00:00";3;1179.69
1939;903;265;"2025-07-29 00:00:00";2;968.32
1940;900;166;"2025-11-24 00:00:00";4;1550.56
1941;2635;250;"2025-09-07 00:00:00";1;133.8
1942;654;490;"2025-04-10 00:00:00";4;1152.36
1943;2426;116;"2026-03-01 00:00:00";4;1823.28
1944;311;255;"2025-08-04 00:00:00";4;1942.0
1945;1591;37;"2025-12-17 00:00:00";3;70.29
1946;2394;324;"2025-07-05 00:00:00";4;878.36
1947;2597;101;"2025-06-13 00:00:00";4;359.68
1948;835;341;"2026-03-06 00:00:00";5;2237.1
1949;1116;449;"2025-06-03 00:00:00";5;728.05
1950;509;304;"2026-02-11 00:00:00";3;260.25
1951;81;251;"2026-01-14 00:00:00";4;123.36
1952;2676;378;"2025-10-28 00:00:00";5;616.75
1953;128;384;"2026-01-22 00:00:00";2;345.52
1954;2544;61;"2025-07-28 00:00:00";1;10.36
1955;1772;14;"2026-03-21 00:00:00";1;399.01
1956;919;158;"2026-02-09 00:00:00";3;1407.39
1957;465;62;"2025-08-05 00:00:00";1;250.68
1958;2952;228;"2025-10-19 00:00:00";4;1266.84
1959;1831;116;"2025-11-07 00:00:00";5;2279.1
1960;614;230;"2025-10-21 00:00:00";3;1317.66
1961;1435;194;"2025-07-14 00:00:00";2;583.36
1962;1309;254;"2026-03-08 00:00:00";1;120.17
1963;2012;214;"2025-10-11 00:00:00";4;380.4
1964;963;281;"2025-07-31 00:00:00";1;435.0
1965;1999;154;"2026-02-18 00:00:00";3;1210.17
1966;787;223;"2025-06-09 00:00:00";2;568.88
1967;319;491;"2026-02-03 00:00:00";2;769.0
1968;704;388;"2025-04-11 00:00:00";2;503.78
1969;2688;429;"2026-03-06 00:00:00";3;1183.11
1970;308;194;"2025-06-18 00:00:00";3;875.04
1971;2776;5;"2025-05-27 00:00:00";3;30.81
1972;1953;396;"2026-03-12 00:00:00";5;2216.0
1973;1608;122;"2026-03-23 00:00:00";1;443.02
1974;2257;211;"2025-09-29 00:00:00";1;318.63
1975;1228;196;"2025-10-09 00:00:00";1;18.83
1976;751;199;"2025-07-15 00:00:00";4;50.84
1977;2947;397;"2025-12-03 00:00:00";5;1838.95
1978;1394;332;"2025-05-03 00:00:00";4;783.56
1979;657;333;"2026-03-03 00:00:00";5;1034.35
1980;461;427;"2025-04-16 00:00:00";5;1436.05
1981;1865;228;"2026-01-24 00:00:00";3;950.13
1982;341;343;"2025-08-11 00:00:00";3;320.07
1983;204;260;"2026-03-27 00:00:00";4;1625.68
1984;543;346;"2026-03-20 00:00:00";5;855.3
1985;574;190;"2025-06-27 00:00:00";5;2076.8
1986;2533;386;"2026-04-05 00:00:00";3;918.78
1987;1898;476;"2025-07-13 00:00:00";5;370.85
1988;2024;281;"2025-11-18 00:00:00";2;870.0
1989;1676;400;"2025-10-24 00:00:00";5;1090.4
1990;2535;291;"2025-12-25 00:00:00";2;16.84
1991;1529;420;"2025-08-04 00:00:00";5;1299.7
1992;994;325;"2025-08-15 00:00:00";2;433.8
1993;491;225;"2025-10-16 00:00:00";5;152.45
1994;2690;63;"2025-09-14 00:00:00";5;2000.85
1995;208;279;"2026-03-19 00:00:00";2;242.88
1996;2323;412;"2025-12-03 00:00:00";4;757.32
1997;119;414;"2026-02-21 00:00:00";3;1182.72
1998;1908;284;"2025-05-14 00:00:00";3;1316.94
1999;1118;244;"2025-06-04 00:00:00";2;646.2
2000;1985;166;"2025-07-05 00:00:00";1;387.64
2001;431;384;"2025-12-08 00:00:00";3;518.28
2002;2531;369;"2025-11-04 00:00:00";2;439.06
2003;1367;154;"2025-07-31 00:00:00";1;403.39
2004;797;267;"2025-04-14 00:00:00";5;373.9
2005;2858;328;"2025-12-15 00:00:00";1;352.15
2006;1375;266;"2025-06-09 00:00:00";4;1534.16
2007;266;396;"2025-08-29 00:00:00";5;2216.0
2008;102;164;"2026-02-23 00:00:00";2;678.7
2009;2520;318;"2025-08-12 00:00:00";4;1430.52
2010;9;497;"2025-06-24 00:00:00";1;49.76
2011;638;280;"2026-02-03 00:00:00";5;2287.4
2012;1493;113;"2025-06-25 00:00:00";2;667.34
2013;1409;292;"2025-10-21 00:00:00";5;1179.05
2014;1655;331;"2025-11-04 00:00:00";3;592.26
2015;1252;306;"2025-12-31 00:00:00";5;1478.65
2016;2410;270;"2025-09-01 00:00:00";4;828.6
2017;2130;44;"2026-02-27 00:00:00";4;1483.64
2018;681;390;"2026-02-18 00:00:00";5;1244.55
2019;2970;64;"2026-03-05 00:00:00";5;100.4
2020;928;452;"2025-09-03 00:00:00";3;1073.61
2021;1902;230;"2025-07-26 00:00:00";1;439.22
2022;297;77;"2025-05-10 00:00:00";3;268.17
2023;2481;270;"2026-02-22 00:00:00";1;207.15
2024;1122;331;"2026-01-26 00:00:00";1;197.42
2025;2623;377;"2025-12-09 00:00:00";1;160.56
2026;2948;282;"2025-07-15 00:00:00";5;270.4
2027;1028;427;"2025-08-10 00:00:00";4;1148.84
2028;2389;106;"2025-11-14 00:00:00";2;299.7
2029;2435;183;"2026-03-05 00:00:00";2;934.6
2030;84;416;"2025-05-10 00:00:00";1;339.5
2031;1088;203;"2025-07-08 00:00:00";4;1912.76
2032;2103;221;"2025-06-19 00:00:00";4;426.0
2033;730;410;"2025-09-08 00:00:00";3;1346.94
2034;615;330;"2026-01-29 00:00:00";1;390.61
2035;921;343;"2026-01-03 00:00:00";1;106.69
2036;1573;206;"2025-08-17 00:00:00";5;52.1
2037;446;409;"2025-11-18 00:00:00";4;1865.68
2038;626;359;"2025-09-26 00:00:00";4;805.8
2039;2248;473;"2025-07-08 00:00:00";4;1324.12
2040;483;268;"2026-02-05 00:00:00";1;186.42
2041;1459;232;"2025-09-12 00:00:00";1;384.87
2042;2420;334;"2025-05-14 00:00:00";3;79.02
2043;395;93;"2025-11-02 00:00:00";4;999.64
2044;1780;149;"2026-01-31 00:00:00";4;1159.36
2045;94;235;"2025-10-12 00:00:00";1;309.05
2046;533;395;"2025-11-10 00:00:00";4;1546.88
2047;2621;326;"2025-08-05 00:00:00";2;107.54
